F1	240	245	250	255	260	265	270	275	280	285	290	295	300	305	310	315	320	325	330	335	340	345	350	355	360	365	370	375	380	385	390	395	400	405	410	415	420	425	430	435	440	445	450
320	5665.56186	5268.65887	5344.06773	5896.45719	6855.37441	7783.05875	8681.73953	9026.27044	8891.22925	20028.60504	39519.78287	13411.14576	2370.72241	1958.68846	2008.15579	39152.9518	249825.77201	174260.85258	8816.83964	246.90901	163.97429	122.00556	113.5877	101.02522	96.02943	82.76446	72.58884	68.11648	50.52578	54.98458	53.80063	48.61516	40.52393	40.74984	37.10411	37.30032	36.70751	33.87716	31.22609	35.29867	38.2836	39.29276	37.80302
322	7042.07421	5352.90259	5530.7373	6392.93268	7153.0018	8186.01765	9130.23059	9452.4256	9086.38001	13541.24415	37694.86352	22772.46897	3351.84142	2044.79535	1942.23289	9176.29998	167896.36738	269137.90926	43503.42856	398.74547	196.29141	138.40941	107.75237	108.98026	102.94853	82.30218	75.05569	62.10518	61.1603	53.67071	53.99633	49.97014	39.72543	38.93199	37.07899	38.3764	33.13828	34.37216	38.36556	36.41754	40.83401	39.6237	41.72036
324	7226.67743	6241.52096	5967.6811	6648.71231	7369.09028	8357.97557	9577.67354	9831.87654	9487.52218	10184.43603	30104.86298	31894.38607	5873.35054	2111.40685	2014.73335	2384.13945	78165.05132	289671.62232	121615.51867	2310.63153	239.91716	152.55917	123.60503	105.27909	105.43682	94.45553	78.45117	63.01538	62.04232	58.87411	53.55953	43.15146	44.01023	42.70323	36.33723	38.88553	38.5877	37.342	32.5123	36.42819	36.7351	37.24906	42.19582
326	9371.54019	5908.01661	5922.72096	6522.75799	7483.61138	8408.71293	9475.09306	10172.22419	9659.37886	8948.45401	20870.50405	37215.43846	11167.17346	2329.178	2041.95533	2050.38322	24637.69214	232317.6808	221451.52338	18782.6689	291.36371	177.29422	128.32937	110.27911	109.86091	98.93763	84.29634	75.61218	59.77651	60.33363	55.03327	48.16534	43.34035	44.00274	41.91948	37.40759	40.97005	35.92755	37.40058	36.98433	40.70314	42.21618	42.69576
328	9403.00117	6384.71608	6605.50654	6843.96835	7714.01129	8825.20326	9750.86078	10306.72818	9947.31583	8879.14528	13526.32707	36604.83648	19406.40222	2986.60004	2093.93232	2034.74746	5320.49251	137961.39243	289194.45007	69031.04199	524.19073	210.12095	149.87215	119.1981	119.68484	98.6891	94.22991	68.85204	67.26839	55.6525	54.29293	46.92545	39.97794	46.37695	39.88923	34.36229	36.21139	34.36044	38.3514	37.77046	42.70664	37.34438	38.84986
330	10178.46492	7263.53096	6431.36898	7523.64239	7965.25139	8799.07733	10141.49184	10466.36184	10294.92671	9069.89365	9631.09869	30360.85375	28455.20687	5022.45197	2126.18503	2082.07506	2404.99788	54676.60597	278795.16199	164414.81045	6242.2992	263.19208	172.681	131.79683	117.07974	96.39105	101.59937	73.9525	60.58009	60.84703	48.12093	51.37886	48.4166	42.5251	42.26976	37.41548	37.51931	38.15301	38.46618	41.17215	35.43182	40.39822	39.46489
332	10927.5504	7705.73395	6903.77972	7286.29025	8346.10481	9506.31413	10697.15674	11168.65923	10829.01541	9644.98653	8230.86425	21037.28011	35193.06283	9764.86413	2298.84213	2165.79063	2266.66606	13746.75219	197157.30748	263683.27201	35470.86643	378.47816	191.24208	137.74867	116.66161	113.78972	100.73395	80.92367	62.61381	56.77853	57.18037	53.14466	49.12975	39.53845	45.68396	44.73034	39.88292	37.31218	38.81508	42.53432	39.81219	43.71244	45.54547
334	11478.53872	8218.39416	7630.37529	7913.05707	8572.10074	9761.76859	11037.11517	11895.30395	11373.62031	9915.85393	8087.2793	13319.42782	35775.49914	17539.66741	2857.50995	2201.33504	2286.41939	2899.45926	96739.06462	305301.90593	108864.50146	1564.8909	220.03195	162.03924	128.66657	118.71823	105.14616	83.37073	64.83496	63.14976	55.38407	51.13731	45.06423	47.55215	41.03012	41.09542	37.17592	39.36638	39.06469	36.63244	45.57336	47.71174	46.83405
336	12136.23189	8439.14493	7302.68413	8476.02633	9089.61772	10409.05636	11382.02541	12064.63591	11536.20106	10267.49151	8188.20303	8773.66861	30181.31815	26717.58471	4626.22578	2213.72021	2367.44972	2160.99484	30358.57616	254695.41125	216160.59556	16353.32915	295.90424	180.86886	133.50319	112.93724	111.47032	91.8624	71.78546	61.22111	56.22669	49.56663	43.21528	43.35746	38.51593	43.04122	41.06158	43.14642	37.1722	41.39161	43.7269	44.04717	44.27002
338	12645.03098	8748.93653	7491.51831	8605.18534	9040.48517	9955.73259	11538.58693	12140.55393	11733.23269	10535.30253	8261.39881	6809.97254	21219.41754	34012.93625	8707.44986	2304.07737	2279.32421	2089.907	5712.55785	149568.15501	298368.92813	67606.64545	493.43865	202.06436	157.84795	116.37186	118.358	99.26253	74.20006	59.10149	63.95383	56.83019	47.90482	46.74879	43.57195	42.05078	40.60095	40.05618	40.7177	40.13251	44.05339	39.86063	48.1009
340	13585.71474	9063.29108	7804.13069	8189.18877	8836.50905	9969.00699	11198.01738	11868.42923	11719.08579	10490.2036	8461.98008	6333.37359	13045.7638	35004.00649	16047.82339	2642.32853	2338.22288	2099.08633	2096.34823	57025.41887	292131.22459	167364.1302	5706.04716	258.37819	169.50543	121.26352	101.17377	91.49836	88.51669	67.55883	60.6385	53.19132	55.68163	44.51261	45.80074	38.13786	42.10373	39.61114	43.62497	38.45899	39.16933	43.67131	46.15427
342	14207.38319	9365.64582	7556.23103	8704.36756	8941.01023	9681.93146	10791.44818	11593.16013	11198.33663	10338.77302	8207.37855	6250.3665	7640.68667	29817.91743	25212.88292	4085.55134	2266.35054	2103.2338	1800.6588	13333.13628	206668.08884	271745.17778	37284.75904	386.8465	195.76548	147.84525	113.31125	99.81984	82.73055	70.52042	61.68937	54.74261	51.01935	53.80766	49.33913	42.91397	38.53824	36.49923	43.04056	38.7687	46.76186	46.92073	44.8297
344	13367.45587	9490.37393	8057.07613	8187.55761	8440.48632	9547.88471	10481.858	11147.43195	11031.05481	10149.89393	8470.67597	6013.22467	5372.23224	20981.42105	32753.13028	7659.61476	2303.33024	2089.37734	1715.43864	2397.36546	99576.51527	314728.35016	116691.35565	1504.58371	224.44276	148.35769	132.92167	96.02989	94.84532	83.11511	59.27611	54.74556	45.19426	49.9015	47.65792	43.34798	42.43628	38.76552	43.45041	43.89088	43.03111	45.77638	48.64719
346	14192.4252	9198.41072	7810.37128	7592.94248	8460.11008	9270.00684	10094.50825	11124.1627	10872.7558	9960.18751	8226.66567	6145.27223	4545.56554	12442.51467	34568.4272	14721.1762	2600.83999	2054.23161	1736.69399	1629.87019	29441.97053	261652.74867	230767.22698	17670.70917	321.31067	178.18221	141.75847	100.16448	90.13794	84.09519	67.42065	58.80242	57.63846	47.82576	47.69897	42.9906	38.19676	41.84235	43.70259	43.44804	39.04313	48.1534	45.62807
348	14034.19142	9479.99023	7887.76618	7915.18265	8199.50868	9133.96822	10082.66468	10921.89436	10732.85097	9865.51257	8020.29853	6010.93811	4273.06989	7043.3127	30149.4806	23969.13702	3884.10309	2002.08772	1659.83393	1502.65344	4732.72056	154271.67148	313114.82217	77046.68202	543.70289	218.65596	149.77576	108.69235	84.25722	85.54276	72.05211	60.19952	50.535	47.66695	46.63984	44.33557	40.09107	43.38948	43.74161	39.45727	41.05959	44.57442	44.50609
