F1	240	245	250	255	260	265	270	275	280	285	290	295	300	305	310	315	320	325	330	335	340	345	350	355	360	365	370	375	380	385	390	395	400	405	410	415	420	425	430	435	440	445	450
320	5442.21108	5022.64306	5129.47079	6009.61987	6802.68191	7869.00368	9393.03507	10147.93681	10245.74347	12761.23655	17920.38317	8842.62569	3361.05687	2294.02698	1831.34724	41853.28957	311773.08648	236676.20709	14490.22161	505.35317	369.99632	330.09246	294.2184	291.14144	280.20755	249.76052	213.13083	178.49336	162.17607	150.50062	128.05012	108.34034	99.62857	93.99759	82.88459	73.60424	68.31191	59.60751	65.86757	55.65903	50.47376	48.02148	45.88308
322	6592.1221	5546.45723	6126.45653	6625.07543	7625.3674	8489.7867	9923.99822	10735.31805	10981.61625	11362.82433	17705.44938	12184.46811	4138.18117	2694.28446	2066.78044	8655.16468	203880.82065	350664.27555	65694.66027	714.54141	440.36518	348.87048	297.11823	305.09686	278.20742	247.38522	230.51989	197.20178	165.60505	140.99129	136.39169	109.71545	101.64717	92.07169	86.14881	78.33662	70.39181	68.48646	67.81557	56.84445	57.02306	52.33296	50.17412
324	5849.24836	5709.90829	6060.44869	6797.6432	8112.81502	9108.01301	10269.54468	11253.0536	11382.92963	11001.38844	15552.01167	15771.28923	5632.23339	3007.66604	2277.80676	2124.17847	91537.41368	380801.2999	175649.87159	4473.72203	511.02829	356.98671	319.62355	308.72476	291.95962	262.82676	239.15988	200.24891	166.57752	159.96469	130.0158	125.75881	106.34959	89.08008	91.14882	77.62351	76.78054	73.74987	66.91866	54.07383	50.00217	48.59056	48.34022
326	6512.09452	6104.67652	6496.35936	7350.06299	8383.09196	9820.82576	10682.36583	11605.07391	11930.45426	11235.37296	13330.9309	17908.05752	8198.22413	3428.30897	2504.38157	2012.83117	26730.21556	307599.11414	310032.22334	32823.56332	618.81188	425.50666	339.43328	296.02769	299.48251	285.72512	244.32318	210.60752	187.0188	151.11993	137.96041	115.56869	107.69588	105.28272	83.21186	74.27864	70.24198	69.57445	61.50788	56.85084	56.74625	49.41977	49.58372
328	6925.52522	6361.32348	7581.59742	8568.71743	9234.57381	10232.43288	11424.82369	12228.57662	12570.31915	11735.39259	11575.74974	18203.10086	11617.40156	4211.3743	2881.5247	2274.1668	4603.41805	182084.09931	399210.28018	113902.27959	1092.39101	453.24504	367.15755	343.44197	297.45892	292.30672	281.4773	214.99182	190.63804	160.62819	133.41232	117.75515	108.75788	98.58688	92.92259	87.2721	75.2144	62.07694	70.02993	51.7832	58.14886	52.61243	47.7191
330	7692.50467	7504.71361	7879.05839	8517.08869	9860.36828	10822.55911	11867.47834	12606.92175	13164.16658	12297.71805	11095.52949	16349.89248	15409.26958	5593.83163	3328.76786	2544.64884	2277.7156	70701.39751	380978.04387	254385.35275	12014.09074	570.91955	387.94799	333.03385	308.22502	297.24407	271.68429	215.445	191.97545	158.68618	134.5657	125.03268	119.27239	102.98591	91.06601	87.90635	75.51771	71.80368	67.28263	69.10274	60.25966	54.48665	53.63379
332	8103.186	7752.93863	8254.87267	9545.33324	10277.93389	11335.20625	12396.14913	13313.73417	13529.45084	12954.89978	11483.26219	13813.8815	18333.67513	8097.62351	3798.1775	2984.66769	2423.1824	16260.94888	268839.47953	392176.00601	65798.44332	736.59996	446.71192	360.45635	320.89041	309.27577	299.76469	228.2105	185.66179	163.10421	145.8908	128.53799	108.9197	100.01295	92.70521	89.73248	81.45397	72.01435	72.2648	66.73566	56.82065	52.40473	50.15908
334	8514.06656	8379.88397	8825.9637	10283.39183	10489.59097	12106.5897	13299.10822	13926.09849	13993.23268	13336.03095	11932.04963	11963.16484	18803.94813	11875.36821	4555.33772	3362.48741	2701.917	2967.23402	129011.15844	443434.52512	189670.50104	3337.81778	544.93579	381.44107	345.91937	306.88003	319.2327	263.0771	196.4061	169.63052	151.53828	134.36561	114.88432	111.22809	94.70639	82.25052	82.28849	70.83049	68.22849	65.47745	61.08581	54.28593	53.87749
336	8929.47457	9041.00919	9977.93864	10535.99257	11780.37533	12492.03397	13844.08733	14386.93701	14776.48665	14142.30693	12545.61158	11110.86035	17342.75512	15991.11159	6048.46939	3850.55266	3129.73007	2690.04044	39175.46629	369426.22688	366335.34745	30981.19273	678.12176	464.53507	370.01085	318.5251	308.32932	260.1644	212.8434	167.91644	145.99592	134.60338	111.20631	109.1706	100.70513	95.45053	86.45283	70.9584	77.08721	66.15484	62.32045	56.30616	53.85893
338	9763.62865	9254.4069	10874.90275	11586.47145	12096.25979	13216.20543	14121.97794	15016.40554	15217.4611	14578.48612	13284.35073	11406.28785	14908.83874	19332.68171	8575.81569	4475.24602	3591.3803	3039.48713	6665.227	217463.4634	491173.3375	121371.13537	1093.98008	518.85009	387.57668	345.56152	292.35647	287.31497	225.31203	196.67221	161.27173	137.07036	120.69028	113.795	103.79378	89.39542	75.21707	78.56703	68.36407	65.45848	64.30335	56.64049	54.83649
340	10885.21631	10303.17253	11303.39078	12166.85718	12540.8261	13997.43238	14693.63723	15549.1561	15795.44362	15220.147	14064.40059	12048.65681	12876.00688	20280.82812	12542.31336	5364.29634	4230.42438	3516.99864	3227.11367	81601.78741	482537.02121	289965.51603	11910.40388	633.92753	435.30689	377.33341	306.99426	279.36535	236.10556	193.83317	165.31389	139.17802	134.86667	120.73706	100.04168	100.24908	80.77201	82.59672	75.09232	65.04055	62.5663	56.67932	54.81406
342	11573.01256	11303.32019	11796.95811	12512.7928	13446.58055	14350.99852	15466.54249	15765.17555	16645.88557	16045.05742	14800.93243	12857.53898	11851.11943	19087.0836	17318.92735	6984.50448	4931.29851	4084.5928	3515.5921	18294.69241	342999.21783	453222.82187	70360.52147	878.93708	505.44423	390.84894	348.16746	268.15258	253.43174	208.92408	175.13193	142.28981	121.56224	123.06453	108.23187	94.55804	85.62669	77.55523	77.17845	67.81718	61.00889	64.75376	59.94086
344	12617.53334	11611.54595	12635.40357	13580.65662	14571.25563	15105.75855	15759.49598	16815.23678	17145.40976	16698.74479	15710.25421	14004.04442	12406.82964	16800.32112	21306.32454	9625.75294	5869.80987	4921.61493	4072.08054	4164.44852	162596.04173	516235.53668	213188.39158	3762.1119	606.62636	440.28951	369.39529	297.98662	253.45166	217.82086	179.03477	154.32395	132.0442	125.23217	105.17112	101.91819	85.89347	77.42992	78.40262	75.57815	60.46671	61.51702	59.10384
346	13426.53795	12892.96912	13423.91027	14688.55721	15261.42391	16522.10823	16882.36369	17458.28392	17619.27623	17417.02089	16572.65311	14806.09165	13098.11899	14682.39497	23051.19328	14028.46048	7091.62316	5761.81665	4940.70022	4211.26716	46722.3585	429363.17277	408737.06603	38650.33444	808.52466	504.26582	403.79676	284.40829	245.39334	236.9348	197.58904	153.54754	134.83048	123.13959	113.66578	96.23815	87.06994	88.43037	81.2589	65.87148	64.12594	70.26178	58.63635
348	15120.31582	13883.18895	14824.36497	15637.31401	16252.0892	17171.83968	17513.50945	18015.79468	18622.92714	18467.50393	17742.12334	16232.74641	14413.97174	14208.13979	22450.5655	19617.81873	9053.9347	6991.60693	5862.95322	4862.39093	8012.41349	247822.10356	544571.87447	154201.17202	1302.20354	595.97343	443.35586	323.83992	263.94488	245.10834	202.64916	168.94386	147.12002	126.75698	116.67167	105.77551	100.31768	80.51135	91.59834	74.37339	65.64342	63.13952	61.13783
350	15657.30141	15910.76838	15788.91856	16537.3619	17491.93156	18015.72538	18489.53512	19178.75663	19486.22897	19890.05728	18933.76889	17541.99132	15998.43152	14759.19154	20131.08648	24476.38111	12416.34448	8330.92869	7069.01184	5872.86523	5119.44254	89028.10753	529191.0077	360077.02549	15948.81156	730.98297	490.7959	356.84054	271.95462	246.84817	221.14304	175.7588	147.98446	130.20464	115.19003	111.99416	100.31835	87.42654	82.78438	80.13656	70.92795	70.54773	61.58263
352	16705.3565	17527.76908	17395.38399	17851.28576	18708.1367	19312.64493	19666.89303	19849.96122	20714.98942	20742.4143	20233.16102	18715.31592	17423.15983	16097.58782	18170.83393	26822.90006	17421.30052	9970.40429	8327.8605	7125.4147	5829.55224	19403.71449	369314.70209	547291.06463	92726.84599	1069.45526	570.51469	383.7328	299.48558	239.80727	215.80969	192.81337	164.75859	149.05026	123.69481	103.70627	95.21133	94.68866	88.98825	81.25763	69.41029	68.07467	58.07388
354	19072.40173	18393.62773	18896.4428	19306.90457	19804.85653	19502.25733	20779.55412	21384.07111	21773.04189	21961.27359	21257.60968	20227.38969	19157.31453	17805.35102	17712.10913	26947.8157	23376.9648	12359.95267	9892.52037	8434.04739	6971.95623	6121.54247	171512.61501	606795.37411	271336.90484	4686.25243	699.65026	428.79746	332.55187	261.18827	217.01159	206.67555	167.375	139.51512	124.09496	123.60666	103.37034	95.70463	86.37261	81.50808	74.72967	74.70765	73.86957
356	20315.73217	20299.69079	19701.82546	20436.57828	21068.86591	21554.25002	22176.80733	22628.86728	22757.24706	23329.01532	22984.84521	21869.38462	20780.11384	19563.49859	18735.56389	25006.42614	29022.91297	16235.17776	11630.35308	9950.17378	8321.55228	6791.29076	48727.29758	494442.51519	501698.54232	47219.89643	929.28313	503.60916	339.78051	277.82358	241.96103	207.9161	174.85991	143.15927	130.52183	112.09955	98.98572	101.90352	91.44222	82.06694	75.67566	74.02829	66.52538
358	21984.1074	21713.18527	22259.38271	22120.10579	22896.04733	23370.94168	23584.56713	24283.20391	24140.49851	24726.87345	24676.9167	23837.71428	22848.46789	21900.38929	20639.09775	23308.36642	32103.80598	21856.62725	14005.14809	11810.9329	9920.1745	7891.81752	9776.13092	281631.86505	648046.78291	184633.23418	1639.42992	601.05634	388.2838	304.64277	234.0552	226.81805	194.49113	158.93926	134.5792	127.6134	111.16225	105.39102	101.6962	79.24839	75.44611	79.88349	71.01552
360	24570.53354	24859.21701	24297.8797	24276.0075	24328.68437	24662.65565	25176.51636	25336.72325	26091.9908	26261.29985	26262.62162	25824.23251	25117.58039	24230.03072	22971.63919	22964.54855	32535.39979	28345.54523	16821.40358	13871.30431	11706.61332	9430.36669	7510.75802	100730.09877	614104.65661	422132.14534	19704.63951	770.18762	450.26079	327.45856	249.9449	229.2323	212.93144	169.79248	144.70894	124.90907	114.72091	101.75144	93.05479	92.94002	80.57662	74.18975	72.03557
362	26584.40471	26629.7792	27259.82723	26717.20873	26430.86219	26882.20943	26982.88074	27113.57206	27517.48768	28361.20067	28328.64325	28223.23313	27493.11786	26675.67076	25451.59861	24508.88987	31513.76976	34566.76765	21232.15103	16215.32476	13799.11916	11214.27549	8691.37712	22148.36042	426800.78335	632158.38754	111706.64307	1132.81178	533.64769	360.97975	281.28586	228.65894	207.93681	175.88011	144.90101	139.10435	111.4868	112.41423	101.76476	92.85535	80.7311	76.29696	77.84172
